1440824085;14/12/1992
1149662723;12/04/1962
5546846998;01/04/1989
4315611881;07/06/1921
1540624555;14/11/2004
5000209605;08/11/1968
9257440694;08/08/1998
2587033989;06/07/1953
6363203205;21/03/1904
1544695774;26/10/1915
8339211886;18/11/1974
9109532996;06/06/1957
3878638124;11/12/2050
1262252530;01/04/1974
6076789711;26/06/1993
4944963285;31/01/1968
7653855785;03/01/2038
7940137038;20/03/1976
1265718274;14/05/1972
1747144344;17/05/2040
5541032854;02/03/1942
5637228624;08/11/1992
9786325637;16/08/2057
1136254840;30/05/2050
9159739554;26/07/1949
2206795580;28/05/2048
4914971843;19/07/2050
2453945051;16/02/1909
4806753912;19/09/2025
2249431428;29/10/1958
4258774071;03/06/2013
7532600586;22/12/1960
3295155169;15/07/1996
1596846388;10/04/1906
3118334421;13/05/2034
0698611954;09/02/2021
9224912101;03/09/2019
9250656466;23/05/1941
2188867705;13/03/1985
4321819444;03/04/1982
5563287549;12/08/1927
5688122008;15/05/2028
7510886726;04/07/1976
8730800077;22/04/1928
0694246784;01/04/1939
0479130152;01/05/2051
7604735132;01/06/1906
1356337600;05/08/2047
8268318643;21/03/2022
6762877351;26/01/2056
3082073586;14/06/1945
4004799408;18/12/2050
6106526619;24/10/2052
3933050964;31/05/1916
4899539729;27/10/2014
9815496565;15/03/1913
4430076333;12/04/2049
5211641040;16/08/2005
8084242715;04/01/1915
2148541276;07/11/2033
5973047926;14/09/2009
9194230350;13/03/1970
9250650135;26/04/2032
3505412673;28/07/2007
7239026879;17/05/2018
8118333904;08/11/1903
2975008139;18/03/2041
4584249728;07/04/2028
7573892480;07/04/1966
8374383823;21/02/1917
9755905874;22/01/1938
9382846680;20/03/1945
4770699746;28/11/1981
8500247171;13/11/1998
9345156420;11/02/2012
9211040195;08/06/1986
9900882956;23/02/1925
3981112926;02/09/1990
9227058426;29/07/1917
8975154960;22/12/1991
8824733720;06/02/1909
9898964357;13/03/1905
1842116802;10/09/2006
7663057294;10/10/1934
1391242361;07/02/2006
3665911200;28/02/1986
1540418221;21/09/2024
3628692728;20/05/2068
4421652458;14/10/1947
3372399397;16/06/1973
8325843837;31/08/2015
0206992562;02/01/1969
3546859220;02/03/1998
9255393111;07/02/1934
3533350663;11/02/2035
0018717288;22/02/2018
2882371648;24/09/1965
9078645104;25/03/1900
1645323222;15/05/1996
2645452657;25/12/2026
7753873672;24/07/2068
8566131267;08/03/1929
4992093870;18/08/1905
9205312431;01/06/1903
9962469068;23/04/2003
8617289091;24/08/1988
1377549379;26/05/1973
8196488664;03/09/2045
4504472446;17/02/2054
4613653733;24/05/1939
8798871123;07/05/1907
6941322694;29/09/2034
3237453286;30/11/2027
4467074492;30/07/2039
8677086583;04/01/1958
7119483949;19/02/2036
6631826499;07/04/1956
3709235608;02/11/1950
7805065850;13/08/1942
0351825149;26/06/1963
9243423100;13/10/2033
5072236347;19/04/2069
9227931953;07/11/1994
1120912921;21/08/2060
2754801915;21/08/1923
3248219967;07/02/2028
4163724545;19/06/1970
3703720573;25/06/1903
0898515001;16/07/1977
7795035098;25/01/2016
1161490663;15/08/2024
7902810599;27/08/1920
7390996985;29/08/1986
5220201796;02/12/1967
2251100672;23/03/1972
9445162355;24/09/1960
2924640631;20/10/2015
1564495729;26/02/1927
2488100262;27/11/1984
5383619809;31/03/1981
7328324634;26/07/1976
9259827632;05/07/1999
1186297969;07/08/1962
6442679892;16/06/1918
1957735851;15/04/2023
0126022731;08/04/1992
6484468657;19/12/1926
7401479470;14/09/1944
4300051113;11/07/2060
1531417734;10/09/2028
2594394424;20/02/2014
9682918107;26/02/2006
1249981964;14/06/2038
6055287764;25/05/1979
5753281787;31/05/2068
8896578490;30/01/2039
8690722436;19/10/2043
4115453867;08/10/1964
2372569632;22/02/2004
9167195552;18/03/1902
3760701808;29/11/2024
1988319352;22/12/2017
7724005144;10/11/2056
6686615966;18/02/1903
1960382529;26/08/1986
4435609549;12/03/1929
1544724314;17/05/1970
8578453305;04/07/2025
6980215434;11/11/1906
7746898001;16/10/1999
2747312469;20/05/1991
8604180825;22/04/2008
0012705033;13/10/1933
2178926592;01/09/2067
0720633752;14/10/2058
8368014295;22/10/2064
7925625370;25/09/2031
2582562700;30/08/1933
0504458125;09/11/2041
2273057239;07/05/1941
8877266606;26/11/2020
0838803055;01/02/2037
0464804558;20/08/2046
5570848880;08/09/2046
9168148519;20/09/2054
3067397510;01/10/1977
2458318679;02/10/1984
8319442120;29/04/2042
5938024287;14/06/1964
5995429366;31/08/1987
3780301654;09/04/2006
1857281386;13/11/2063
7797125990;02/07/2052
8085466351;05/01/2029
4057526300;07/09/1977
7009023722;30/12/1901
0991752691;20/09/2007
4707289043;05/10/2001
7315681379;27/08/2062
7007570409;13/02/1977
1251471507;28/01/1955
5905759891;01/10/1952
7582913997;17/04/2062
5804398216;26/06/1934
8153215397;02/05/2051
4888080193;03/10/1995
